order_id,product_id,customer_id,category,supplier,region,channel,return_flag,return_risk_score
1179,9820,1511,Toys,kishan,North,Email,0,0.122031744
1180,8686,1960,school products,jack,North,Social Media,0,0.103801585
1181,5232,461,furniture,will,South,Social Media,0,0.16713439
1182,9007,663,Beauty,will,East,Paid Ads,0,0.247387721
1183,2521,635,school products,jack,West,Social Media,0,0.091903298
1184,2500,1168,furniture,jack,North,Social Media,0,0.101143154
1185,7737,990,school products,kishan,East,Social Media,0,0.092120444
1186,4294,189,furniture,jack,North,Social Media,0,0.101143154
1187,6085,255,furniture,will,South,Paid Ads,0,0.214442771
1188,3419,68,Beauty,will,South,Social Media,0,0.219714616
1189,4042,616,Toys,will,South,SEO,0,0.198333286
1190,5497,336,Beauty,kishan,South,SEO,0,0.138435966
1191,2466,671,furniture,kishan,West,Paid Ads,0,0.130470318
1192,4561,821,school products,jack,West,Social Media,1,0.091903298
1193,1614,874,Beauty,kishan,North,SEO,0,0.150076118
1194,6392,1433,Toys,kishan,East,Email,0,0.097911082
1195,8693,300,furniture,will,South,SEO,0,0.166696228
1196,4223,1932,Beauty,will,South,Social Media,0,0.219714616
1197,8138,1626,Beauty,jack,West,SEO,1,0.120900794
1198,3667,357,Beauty,will,West,Email,0,0.194013463
1199,8980,256,Beauty,kishan,South,SEO,0,0.138435966
1200,1130,1008,school products,jack,East,Social Media,0,0.082943858
1201,3983,353,Toys,jack,North,Email,0,0.110237335
1202,5278,1756,Toys,will,North,Paid Ads,1,0.270609569
1203,8126,1545,furniture,will,North,Email,0,0.164111388
1204,9230,524,Clothing,will,North,SEO,0,0.469730111
1205,8694,1861,school products,jack,East,Paid Ads,0,0.109556324
1206,7640,950,furniture,will,East,Email,0,0.132932644
1207,6468,756,furniture,kishan,East,Email,0,0.080680681
1208,1920,1718,Beauty,jack,West,Email,0,0.109389757
1209,8564,284,Clothing,will,South,Social Media,0,0.447095242
1210,9684,1336,Clothing,kishan,East,Paid Ads,0,0.350797051
1211,9502,99,school products,kishan,North,Paid Ads,0,0.150208456
1212,9930,197,Clothing,will,East,Email,1,0.381871042
1213,4241,482,furniture,kishan,South,Paid Ads,0,0.13514534
1214,1545,878,Clothing,jack,West,SEO,1,0.28312534
1215,5346,1250,Clothing,jack,North,SEO,0,0.311293724
1216,4810,1869,Toys,kishan,West,Email,0,0.108296331
1217,8206,615,furniture,jack,East,SEO,1,0.080537819
1218,3032,618,Clothing,will,North,Email,1,0.441693962
1219,9436,1389,Clothing,kishan,North,SEO,0,0.336464866
1220,1271,368,Beauty,jack,East,Email,0,0.098911283
1221,4511,570,Clothing,will,East,Email,0,0.381871042
1222,2771,590,Clothing,will,South,Paid Ads,1,0.523809365
1223,5361,1099,Toys,jack,East,Paid Ads,0,0.128789272
1224,8069,1066,furniture,kishan,East,Email,0,0.080680681
1225,1920,422,school products,will,East,Paid Ads,0,0.194280778
1226,9190,836,furniture,will,North,Paid Ads,0,0.230762079
1227,4430,1205,Beauty,will,South,Social Media,1,0.219714616
1228,5435,545,furniture,will,North,SEO,1,0.180215556
1229,4760,71,Clothing,kishan,East,Paid Ads,0,0.350797051
1230,3050,1592,Beauty,jack,South,Email,0,0.113407936
1231,2165,1129,furniture,jack,East,Social Media,0,0.080771464
1232,9567,1224,Beauty,jack,North,Social Media,0,0.136361708
1233,3033,1125,school products,will,North,Paid Ads,1,0.235933151
1234,7467,768,furniture,kishan,East,Email,0,0.080680681
1235,1145,307,Clothing,jack,South,Email,1,0.268651027
1236,5388,1610,Beauty,kishan,North,Email,0,0.136217704
1237,8832,1707,Toys,jack,East,Email,0,0.088213709
1238,9623,377,Beauty,will,West,Email,0,0.194013463
1239,9896,655,Toys,jack,East,SEO,0,0.097740952
1240,9173,678,Clothing,will,East,Email,0,0.381871042
1241,3632,399,school products,will,South,Email,1,0.155331725
1242,5494,1797,Toys,jack,East,SEO,0,0.097740952
1243,9056,221,school products,kishan,West,Paid Ads,0,0.13378485
1244,8511,1619,Beauty,will,East,Social Media,1,0.194611888
1245,2828,182,Clothing,kishan,West,SEO,0,0.307034216
1246,5805,307,Toys,jack,North,Social Media,0,0.122162872
1247,1806,522,Beauty,will,East,Social Media,1,0.194611888
1248,8486,1420,furniture,kishan,South,SEO,0,0.102745421
1249,9202,1014,Beauty,will,East,Email,0,0.177040241
1250,2868,4,school products,jack,West,Social Media,0,0.091903298
1251,8878,863,Clothing,will,West,Email,1,0.408728695
1252,6690,1938,Clothing,jack,South,Paid Ads,0,0.359498695
1253,8827,848,Beauty,kishan,West,SEO,0,0.133664706
1254,6429,804,furniture,will,East,Social Media,0,0.146907997
1255,4564,1305,school products,kishan,West,Email,0,0.091801254
1256,2389,215,Beauty,jack,East,Social Media,0,0.109762711
1257,8274,972,Beauty,jack,East,Paid Ads,0,0.14363227
1258,1824,1634,Clothing,kishan,West,Paid Ads,0,0.376801455
1259,3265,1444,school products,kishan,South,Social Media,0,0.105738608
1260,1936,101,furniture,jack,North,SEO,0,0.100857045
1261,7402,963,Clothing,kishan,South,Paid Ads,1,0.386380896
1262,4845,1545,Beauty,jack,North,Email,0,0.123244683
1263,2796,573,Clothing,kishan,South,Paid Ads,0,0.386380896
1264,9245,1333,Clothing,jack,East,Email,0,0.239674606
1265,8214,658,Toys,jack,East,Social Media,0,0.098019185
1266,1726,939,Clothing,will,West,Email,0,0.408728695
1267,3736,1955,Clothing,jack,North,Social Media,1,0.311969669
1268,2913,1534,school products,jack,North,Paid Ads,0,0.136112955
1269,8657,1087,Clothing,will,West,SEO,0,0.436307613
1270,3466,1657,furniture,will,South,Paid Ads,0,0.214442771
1271,8312,226,Beauty,kishan,West,Paid Ads,0,0.173924789
1272,9194,105,school products,kishan,South,Paid Ads,0,0.138559713
1273,8906,1998,Clothing,jack,West,Paid Ads,0,0.350205361
1274,5876,772,furniture,kishan,North,SEO,1,0.111773922
1275,8287,1885,Beauty,kishan,North,Paid Ads,0,0.194171444
1276,1892,1449,school products,jack,South,Email,0,0.085784252
1277,5675,1279,furniture,will,North,SEO,0,0.180215556
1278,2933,429,Clothing,will,North,SEO,0,0.469730111
1279,2380,434,Toys,jack,North,Email,0,0.110237335
1280,2290,1231,Toys,jack,North,Social Media,1,0.122162872
1281,2640,1052,school products,jack,East,Paid Ads,0,0.109556324
1282,8490,682,furniture,jack,West,SEO,0,0.08926266
1283,2218,1360,Beauty,jack,West,Paid Ads,0,0.158017592
1284,6016,588,furniture,jack,East,Paid Ads,0,0.106768069
1285,7881,1652,Toys,kishan,North,Email,0,0.122031744
1286,1954,1093,school products,kishan,West,Email,0,0.091801254
1287,8291,866,Clothing,kishan,West,Email,0,0.283516755
1288,1974,746,furniture,will,West,Paid Ads,0,0.207683368
1289,5133,1537,Toys,jack,South,SEO,0,0.112087416
1290,6370,1191,Beauty,jack,East,SEO,1,0.109455189
1291,4972,864,school products,kishan,South,Social Media,0,0.105738608
1292,6295,1754,Clothing,will,South,Paid Ads,0,0.523809365
1293,9228,1809,furniture,kishan,East,Social Media,0,0.089731221
1294,4020,368,Beauty,jack,West,Social Media,0,0.121236096
1295,9987,251,Clothing,jack,South,Social Media,1,0.292088081
1296,5036,859,Toys,kishan,West,Social Media,0,0.120040218
1297,6068,856,Toys,kishan,South,Social Media,0,0.124394973
1298,6233,1955,Beauty,jack,West,Paid Ads,0,0.158017592
1299,1317,1710,Toys,kishan,North,Email,0,0.122031744
1300,3396,1194,school products,jack,North,Social Media,0,0.103801585
1301,3162,1782,Beauty,kishan,North,SEO,0,0.150076118
1302,3745,1959,Toys,will,East,Paid Ads,0,0.224635142
1303,2591,1114,furniture,jack,North,Social Media,0,0.101143154
1304,7183,561,Toys,will,South,SEO,0,0.198333286
1305,4930,1470,school products,kishan,West,Social Media,1,0.101960913
1306,2312,294,Clothing,will,West,Email,0,0.408728695
1307,5311,919,Clothing,kishan,West,Paid Ads,0,0.376801455
1308,8314,1174,Toys,will,West,Email,0,0.175028168
1309,3383,1156,Clothing,will,South,SEO,1,0.44631644
1310,4239,433,Toys,will,West,Social Media,0,0.192446812
1311,3139,59,school products,jack,South,Email,1,0.085784252
1312,2704,969,Clothing,will,South,Email,0,0.41857465
1313,7924,836,furniture,kishan,West,Social Media,0,0.099344397
1314,1362,199,Toys,kishan,West,Paid Ads,0,0.156523523
1315,3604,215,Clothing,jack,West,SEO,0,0.28312534
1316,5286,898,school products,jack,South,Paid Ads,0,0.125396025
1317,4738,1585,school products,kishan,East,SEO,0,0.09185725
1318,3469,472,furniture,will,South,SEO,0,0.166696228
1319,5795,1768,school products,kishan,East,Email,1,0.082850854
1320,7150,247,school products,jack,West,Social Media,0,0.091903298
1321,1556,382,Clothing,jack,South,Paid Ads,0,0.359498695
1322,3808,991,Toys,kishan,West,Email,1,0.108296331
1323,6150,1263,Beauty,will,East,Email,0,0.177040241
1324,8561,927,school products,will,East,Email,0,0.136299925
1325,3719,1391,school products,jack,South,Paid Ads,0,0.125396025
1326,7506,1192,Beauty,kishan,South,Email,0,0.125493725
1327,4741,560,school products,kishan,South,Social Media,0,0.105738608
1328,4998,1075,Clothing,jack,South,Email,0,0.268651027
1329,3403,1835,Clothing,kishan,North,Email,1,0.311707148
1330,9780,1634,Beauty,jack,North,SEO,0,0.135991048
1331,1294,1975,school products,will,West,Email,0,0.150079582
1332,6343,1752,school products,will,East,Paid Ads,0,0.194280778
1333,2136,689,Toys,kishan,East,Paid Ads,0,0.142251237
1334,3064,380,school products,will,West,Social Media,0,0.165513501
1335,8009,474,Clothing,will,West,Paid Ads,1,0.513674966
1336,5543,1104,furniture,jack,West,Paid Ads,1,0.117969907
1337,2007,697,furniture,jack,North,Email,0,0.091056716
1338,6445,1391,furniture,kishan,West,Social Media,0,0.099344397
1339,6352,1485,furniture,jack,East,Paid Ads,0,0.106768069
1340,2435,911,school products,kishan,West,Social Media,0,0.101960913
1341,1571,1563,school products,kishan,South,Social Media,0,0.105738608
1342,3382,1476,Toys,jack,East,SEO,0,0.097740952
1343,6084,1488,school products,will,East,SEO,1,0.150165249
1344,1277,960,furniture,will,East,Email,0,0.132932644
1345,8059,478,Beauty,will,North,Paid Ads,0,0.296239627
1346,2887,1004,Beauty,will,North,Email,1,0.215987213
1347,2265,926,Clothing,kishan,East,Email,0,0.26125142
1348,8491,1444,Clothing,will,South,Social Media,1,0.447095242
1349,2040,707,school products,kishan,East,Social Media,0,0.092120444
1350,9073,1238,Beauty,jack,North,Social Media,0,0.136361708
1351,3752,1393,furniture,jack,South,Email,0,0.083544242
1352,9213,854,furniture,kishan,East,Paid Ads,0,0.118240623
1353,5569,1138,furniture,will,North,Email,0,0.164111388
1354,7353,1017,school products,kishan,South,Email,0,0.095242451
1355,3353,754,school products,will,West,Email,0,0.150079582
1356,8437,503,Toys,will,West,SEO,0,0.191957585
1357,5799,1660,furniture,kishan,East,SEO,1,0.089474181
1358,1686,817,furniture,kishan,West,Paid Ads,0,0.130470318
1359,9476,588,school products,will,North,SEO,0,0.184525656
1360,5811,1335,school products,kishan,South,Email,0,0.095242451
1361,9954,1493,Toys,will,East,SEO,0,0.175125141
1362,6346,1848,Toys,kishan,South,SEO,0,0.124052169
1363,6043,708,Clothing,jack,South,Email,1,0.268651027
1364,3428,1887,Beauty,will,South,Paid Ads,0,0.276956974
1365,6126,1068,furniture,jack,North,SEO,0,0.100857045
1366,9220,1439,furniture,kishan,East,Email,0,0.080680681
1367,8813,1722,Toys,jack,West,Email,0,0.097681755
1368,4356,1879,Toys,kishan,South,Email,0,0.112279409
1369,9707,1270,Clothing,will,South,Social Media,0,0.447095242
1370,8266,1973,Beauty,kishan,South,Email,0,0.125493725
1371,7540,1108,Clothing,kishan,North,SEO,0,0.336464866
1372,1038,207,Beauty,will,West,SEO,0,0.212306634
1373,4342,151,furniture,kishan,South,Email,0,0.092780532
1374,3844,668,Clothing,will,North,Social Media,0,0.47051505
1375,2098,528,Toys,kishan,North,Social Media,0,0.135039558
1376,8027,165,Clothing,will,South,Social Media,1,0.447095242
1377,2823,917,Clothing,jack,South,SEO,0,0.291436966
1378,4155,1999,furniture,kishan,North,Social Media,0,0.112087138
1379,4093,1169,Toys,kishan,North,Paid Ads,0,0.175174049
1380,6658,1010,Toys,kishan,South,Paid Ads,0,0.161958204
1381,4778,37,school products,will,North,Social Media,1,0.185000278
1382,3896,333,school products,kishan,North,Paid Ads,0,0.150208456
1383,1988,403,school products,will,South,Email,1,0.155331725
1384,5116,414,furniture,kishan,South,Social Media,0,0.103036272
1385,7446,45,Clothing,jack,East,Social Media,1,0.261487591
1386,5179,1426,Toys,kishan,West,Social Media,0,0.120040218
1387,2682,206,Toys,jack,South,Email,0,0.101318793
1388,6626,62,Clothing,will,South,Email,1,0.41857465
1389,8424,420,Toys,jack,South,Social Media,0,0.1124014
1390,1933,868,Clothing,kishan,West,SEO,0,0.307034216
1391,4598,1492,furniture,kishan,East,SEO,0,0.089474181
1392,2980,820,furniture,will,North,Paid Ads,1,0.230762079
1393,4056,19,furniture,kishan,West,Email,0,0.089419494
1394,9984,365,Clothing,kishan,South,Paid Ads,1,0.386380896
1395,1791,1324,Clothing,will,South,Paid Ads,0,0.523809365
1396,6390,1031,Beauty,will,East,Social Media,0,0.194611888
1397,7635,1785,Toys,jack,East,SEO,0,0.097740952
1398,3255,428,Toys,will,East,Paid Ads,0,0.224635142
1399,4610,1141,Beauty,kishan,North,Social Media,0,0.150478482
1400,2607,580,Beauty,will,West,Email,0,0.194013463
1401,6179,1531,furniture,kishan,West,Paid Ads,1,0.130470318
1402,7573,546,Beauty,jack,East,SEO,1,0.109455189
1403,1984,1730,Clothing,will,North,Email,0,0.441693962
1404,6776,325,school products,kishan,West,Social Media,0,0.101960913
1405,4676,55,Clothing,will,South,Email,1,0.41857465
1406,4380,778,Beauty,will,South,Paid Ads,0,0.276956974
1407,9711,992,Toys,will,South,Email,0,0.180967503
1408,9782,42,Clothing,will,West,Email,1,0.408728695
1409,2050,1321,Toys,jack,East,Email,0,0.088213709
1410,4633,1997,Clothing,kishan,South,SEO,0,0.315738591
1411,7342,231,Toys,will,East,Paid Ads,0,0.224635142
1412,1959,453,Clothing,kishan,North,Social Media,1,0.33716871
1413,7059,1914,Toys,jack,South,SEO,0,0.112087416
1414,9884,394,school products,kishan,North,Paid Ads,0,0.150208456
1415,6655,1546,furniture,kishan,East,Social Media,0,0.089731221
1416,5473,1382,Clothing,jack,West,Social Media,0,0.283765322
1417,3946,1468,school products,will,East,Social Media,0,0.15056781
1418,8725,1152,furniture,kishan,South,Paid Ads,1,0.13514534
1419,1526,691,Clothing,kishan,South,Social Media,1,0.316419754
1420,4224,1429,school products,will,East,Social Media,0,0.15056781
1421,2875,392,school products,will,South,SEO,0,0.170750341
1422,2763,1217,school products,kishan,South,Social Media,0,0.105738608
1423,9712,604,Beauty,jack,North,Email,0,0.123244683
1424,6797,881,Toys,will,West,SEO,0,0.191957585
1425,8099,1767,furniture,will,East,SEO,0,0.146513533
1426,6109,1102,Toys,jack,North,Paid Ads,0,0.15917461
1427,7644,85,Toys,kishan,South,Social Media,0,0.124394973
1428,1116,1054,Toys,will,North,Email,0,0.195372889
1429,3433,1749,school products,kishan,West,Email,0,0.091801254
1430,6463,49,Toys,kishan,East,Social Media,0,0.108666012
1431,1583,1801,Beauty,kishan,West,Social Media,0,0.134030009
1432,9586,1169,Clothing,jack,West,Paid Ads,0,0.350205361
1433,4788,69,school products,kishan,North,Email,0,0.103687837
1434,5167,1082,furniture,kishan,North,SEO,0,0.111773922
1435,9465,697,Clothing,will,West,Paid Ads,0,0.513674966
1436,2389,1598,Clothing,will,South,Paid Ads,1,0.523809365
1437,9357,479,Clothing,jack,East,SEO,0,0.260879551
1438,7154,820,Toys,jack,South,Paid Ads,0,0.146950778
1439,6420,1469,Toys,will,South,Social Media,0,0.198834763
1440,9920,1320,school products,will,East,SEO,0,0.150165249
1441,3043,1702,Toys,jack,North,SEO,0,0.121825363
1442,5197,1195,Toys,kishan,South,Email,0,0.112279409
1443,4496,1599,Toys,jack,North,SEO,0,0.121825363
1444,1778,147,school products,kishan,East,Paid Ads,0,0.121287803
1445,1213,1508,school products,will,South,Email,1,0.155331725
1446,4762,1330,Beauty,will,North,Paid Ads,0,0.296239627
1447,7731,1697,Beauty,will,North,Social Media,0,0.236314429
1448,4117,1677,Beauty,kishan,South,Social Media,0,0.13881222
1449,6791,1870,Beauty,jack,East,Email,0,0.098911283
1450,9783,1016,Clothing,kishan,West,Email,0,0.283516755
1451,3720,609,Clothing,jack,North,Paid Ads,0,0.381496001
1452,9905,446,Beauty,jack,East,Social Media,0,0.109762711
1453,7047,221,Beauty,jack,South,Email,0,0.113407936
1454,9032,1579,furniture,will,North,Social Media,0,0.180681549
1455,1001,1969,Clothing,jack,North,Social Media,1,0.311969669
1456,7368,1828,furniture,will,North,Social Media,0,0.180681549
1457,2949,1402,furniture,jack,East,Paid Ads,0,0.106768069
1458,7732,1644,Toys,jack,North,Paid Ads,1,0.15917461
1459,8833,1290,school products,will,North,Social Media,0,0.185000278
1460,1917,95,Clothing,will,South,Social Media,1,0.447095242
1461,4174,262,Beauty,kishan,North,Social Media,0,0.150478482
1462,8014,1849,Beauty,jack,East,SEO,1,0.109455189
1463,1089,897,school products,will,South,SEO,1,0.170750341
1464,2709,1095,Clothing,kishan,West,Paid Ads,1,0.376801455
1465,4041,1978,Beauty,kishan,South,Social Media,1,0.13881222
1466,1105,219,Beauty,will,North,SEO,0,0.235746239
1467,9619,1557,Toys,jack,West,Email,1,0.097681755
1468,2895,92,furniture,kishan,South,Email,0,0.092780532
1469,7090,127,Beauty,jack,North,Social Media,0,0.136361708
1470,9508,80,Clothing,jack,South,SEO,0,0.291436966
1471,7082,1848,school products,kishan,East,Email,0,0.082850854
1472,1634,1262,Toys,will,North,Paid Ads,0,0.270609569
1473,2925,983,Clothing,jack,East,Email,1,0.239674606
1474,3056,1396,Toys,will,North,Paid Ads,1,0.270609569
1475,7917,916,furniture,kishan,East,Email,0,0.080680681
1476,4144,486,Beauty,jack,West,Email,0,0.109389757
1477,1552,694,Clothing,will,East,SEO,0,0.408890973
1478,9907,25,school products,will,South,Email,0,0.155331725
1479,6383,156,furniture,jack,North,Email,0,0.091056716
1480,4911,1541,furniture,will,South,Paid Ads,0,0.214442771
1481,4389,632,Toys,will,East,Paid Ads,1,0.224635142
1482,9442,1813,furniture,kishan,North,Email,0,0.101031991
1483,3430,1554,Clothing,kishan,East,Social Media,0,0.284293871
1484,1458,1967,Toys,will,West,Email,1,0.175028168
1485,1207,1734,furniture,will,West,Email,1,0.146429591
1486,1899,1081,school products,jack,West,SEO,0,0.091640662
1487,1021,1629,Clothing,kishan,East,Email,0,0.26125142
1488,9601,19,school products,jack,East,Email,0,0.074521865
1489,1894,1408,school products,will,West,Paid Ads,0,0.212480128
1490,1514,1889,Toys,jack,East,Paid Ads,0,0.128789272
1491,8294,1217,Beauty,will,South,Paid Ads,0,0.276956974
1492,5904,237,Toys,kishan,East,Paid Ads,1,0.142251237
1493,8867,1411,Clothing,kishan,South,Email,0,0.291835194
1494,5109,1450,Clothing,will,West,Social Media,0,0.437082737
1495,8179,277,Toys,kishan,East,SEO,1,0.108361188
1496,2560,1251,Beauty,will,West,SEO,0,0.212306634
1497,2266,745,Toys,jack,North,Social Media,0,0.122162872
1498,4638,552,Clothing,will,East,Social Media,0,0.409652787
1499,9941,1347,Beauty,jack,East,SEO,0,0.109455189
1500,4427,1177,Clothing,will,West,Email,0,0.408728695
1501,5780,639,Beauty,kishan,West,SEO,0,0.133664706
1502,2927,237,Beauty,will,West,Social Media,0,0.212834062
1503,3356,998,Toys,will,North,Email,0,0.195372889
1504,5790,55,Toys,will,North,SEO,0,0.213760243
1505,1306,1460,Toys,kishan,West,Email,0,0.108296331
1506,8979,684,Beauty,will,East,Email,0,0.177040241
1507,4665,109,Beauty,kishan,East,Social Media,0,0.121513273
1508,8057,1890,Clothing,will,West,Paid Ads,1,0.513674966
1509,1661,1208,school products,jack,South,SEO,1,0.09507647
1510,5644,1975,Toys,will,North,Social Media,0,0.2142903
1511,9503,1392,Clothing,jack,North,SEO,0,0.311293724
1512,3920,1222,Clothing,kishan,South,Paid Ads,0,0.386380896
1513,9946,1395,furniture,kishan,West,Paid Ads,0,0.130470318
1514,7236,373,Toys,will,East,Paid Ads,0,0.224635142
1515,7078,973,Clothing,kishan,East,Paid Ads,0,0.350797051
1516,1352,1521,furniture,will,North,SEO,0,0.180215556
1517,8005,1623,Toys,kishan,South,Email,0,0.112279409
1518,1158,201,Beauty,jack,East,Email,0,0.098911283
1519,1956,849,furniture,kishan,North,Paid Ads,0,0.14655587
1520,3071,509,Beauty,jack,East,Paid Ads,0,0.14363227
1521,9595,1346,school products,will,East,Email,0,0.136299925
1522,4453,275,school products,will,East,Social Media,0,0.15056781
1523,7675,211,school products,will,North,Paid Ads,1,0.235933151
1524,1955,504,school products,jack,South,Email,1,0.085784252
1525,7295,1927,Clothing,will,West,Social Media,0,0.437082737
1526,2712,1142,school products,will,South,Email,0,0.155331725
1527,5703,703,Clothing,jack,East,Social Media,0,0.261487591
1528,7563,1578,Clothing,kishan,South,SEO,1,0.315738591
1529,6631,42,Toys,will,East,Social Media,0,0.17558079
1530,2394,315,Clothing,kishan,North,Paid Ads,1,0.408972798
1531,5732,788,Clothing,kishan,North,Social Media,1,0.33716871
1532,4714,329,school products,will,North,Social Media,1,0.185000278
1533,1529,1041,Clothing,will,East,Paid Ads,0,0.485584682
1534,3958,283,Beauty,jack,South,SEO,0,0.125282325
1535,8904,943,school products,jack,West,Social Media,0,0.091903298
1536,4591,258,furniture,will,West,SEO,0,0.161133127
1537,7895,575,school products,kishan,North,Email,0,0.103687837
1538,1525,574,Clothing,jack,West,Email,0,0.260750103
1539,7477,612,Beauty,jack,East,Paid Ads,0,0.14363227
1540,1001,1043,school products,will,South,SEO,1,0.170750341
1541,1374,1553,Beauty,will,West,Paid Ads,1,0.26890159
1542,5648,837,furniture,will,West,Paid Ads,0,0.207683368
1543,3365,423,furniture,will,South,Social Media,1,0.16713439
1544,2525,1490,Toys,jack,West,Email,0,0.097681755
1545,2646,1397,Toys,jack,South,Paid Ads,0,0.146950778
1546,1013,758,school products,jack,East,Social Media,0,0.082943858
1547,5599,763,Toys,kishan,East,Social Media,0,0.108666012
1548,3278,1991,Beauty,jack,East,SEO,0,0.109455189
1549,4155,1105,Toys,jack,North,Email,0,0.110237335
1550,9321,1575,Beauty,will,East,SEO,0,0.19411848
1551,4814,1572,Toys,jack,West,SEO,0,0.108110319
1552,4216,424,Toys,jack,North,Paid Ads,1,0.15917461
1553,9219,429,Toys,jack,North,SEO,0,0.121825363
1554,3113,1412,Clothing,will,North,Paid Ads,1,0.547270125
1555,5356,1945,Clothing,jack,East,SEO,1,0.260879551
1556,6543,1733,Toys,jack,North,Social Media,1,0.122162872
1557,5555,1694,Beauty,kishan,East,Email,0,0.10964323
1558,8062,204,school products,kishan,East,Email,0,0.082850854
1559,4374,196,furniture,kishan,North,Email,0,0.101031991
1560,7430,728,Clothing,kishan,North,Social Media,1,0.33716871
1561,4466,285,Toys,will,West,Social Media,0,0.192446812
1562,4081,1993,furniture,kishan,North,SEO,0,0.111773922
1563,1629,196,Clothing,jack,East,SEO,0,0.260879551
1564,1269,307,school products,kishan,West,SEO,0,0.101672753
1565,6724,1688,Beauty,will,West,SEO,0,0.212306634
1566,6897,14,Toys,kishan,East,Email,0,0.097911082
1567,4432,1861,school products,kishan,North,SEO,0,0.114676122
1568,7276,1170,Clothing,will,North,Social Media,1,0.47051505
1569,6895,1962,Toys,will,South,Social Media,0,0.198834763
1570,8115,1081,furniture,will,North,Social Media,0,0.180681549
1571,7656,723,Beauty,will,South,Paid Ads,0,0.276956974
1572,1575,780,Clothing,will,West,Paid Ads,0,0.513674966
1573,8029,1234,Beauty,will,West,Paid Ads,0,0.26890159
1574,7099,529,Toys,jack,West,SEO,0,0.108110319
1575,4192,798,school products,kishan,South,Email,0,0.095242451
1576,4178,344,Beauty,kishan,East,Email,1,0.10964323
1577,7052,1739,furniture,will,East,SEO,0,0.146513533
1578,3734,1635,Clothing,will,West,SEO,1,0.436307613
1579,7116,1303,furniture,jack,South,Paid Ads,0,0.122259992
1580,4568,209,Beauty,jack,South,Social Media,0,0.125628041
1581,3203,641,school products,will,West,Social Media,0,0.165513501
1582,2390,1359,school products,jack,North,Paid Ads,0,0.136112955
1583,2742,1312,furniture,jack,West,Paid Ads,0,0.117969907
1584,2925,252,Toys,will,South,Email,0,0.180967503
1585,1619,1289,Toys,will,North,Paid Ads,1,0.270609569
1586,2274,271,school products,will,East,Social Media,0,0.15056781
1587,1956,1948,furniture,will,North,Social Media,0,0.180681549
1588,2939,920,furniture,kishan,East,SEO,0,0.089474181
1589,4953,1724,furniture,kishan,South,Email,0,0.092780532
1590,1968,419,Beauty,will,West,SEO,0,0.212306634
1591,1281,1750,Toys,jack,West,Email,0,0.097681755
1592,7262,795,Toys,will,West,SEO,0,0.191957585
1593,2058,1235,Beauty,kishan,West,Email,1,0.121105825
1594,5293,1389,Clothing,jack,West,Paid Ads,1,0.350205361
1595,6178,1100,Beauty,kishan,South,Social Media,0,0.13881222
1596,7980,1684,furniture,will,South,Paid Ads,0,0.214442771
1597,2229,1345,Beauty,kishan,West,Email,0,0.121105825
1598,5585,725,furniture,kishan,North,Email,0,0.101031991
1599,9467,433,school products,kishan,West,SEO,0,0.101672753
1600,3740,109,furniture,jack,East,Email,0,0.072552601
1601,3289,641,Toys,kishan,East,Paid Ads,0,0.142251237
1602,2239,1546,Beauty,jack,East,Email,0,0.098911283
1603,6370,1071,furniture,will,East,Email,0,0.132932644
1604,1125,379,Clothing,will,West,SEO,0,0.436307613
1605,8473,1851,school products,kishan,East,Email,0,0.082850854
1606,6342,1120,Clothing,jack,North,SEO,0,0.311293724
1607,8351,958,Clothing,will,West,Social Media,0,0.437082737
1608,7638,103,Clothing,jack,East,SEO,1,0.260879551
1609,7570,892,school products,jack,West,Email,0,0.08265357
1610,4249,854,school products,kishan,West,Social Media,0,0.101960913
1611,8595,1170,school products,kishan,West,Email,0,0.091801254
1612,7294,1904,school products,jack,South,SEO,0,0.09507647
1613,7527,1966,Clothing,jack,East,Paid Ads,1,0.325079001
1614,6757,1952,Toys,kishan,South,Social Media,0,0.124394973
1615,2969,1051,Toys,jack,North,Paid Ads,0,0.15917461
1616,1891,1756,school products,kishan,North,Paid Ads,0,0.150208456
1617,5470,530,Beauty,jack,South,Social Media,0,0.125628041
1618,8175,679,furniture,kishan,East,Paid Ads,0,0.118240623
1619,9320,1969,Beauty,jack,West,Paid Ads,0,0.158017592
1620,7812,989,Beauty,kishan,North,Paid Ads,1,0.194171444
1621,8519,1106,Beauty,jack,North,Paid Ads,1,0.176808825
1622,5612,428,Toys,will,North,Social Media,0,0.2142903
1623,2198,1608,furniture,will,East,Email,1,0.132932644
1624,6238,822,Beauty,jack,South,Paid Ads,0,0.163494093
1625,7089,1503,school products,will,South,Social Media,0,0.17119697
1626,7257,1790,Toys,jack,East,Social Media,0,0.098019185
1627,8705,1186,school products,jack,North,Social Media,0,0.103801585
1628,4719,1863,school products,will,East,Social Media,0,0.15056781
1629,1302,932,Beauty,jack,East,SEO,0,0.109455189
1630,1986,1426,school products,kishan,South,Email,0,0.095242451
1631,5440,1532,furniture,jack,East,Email,0,0.072552601
1632,5909,1062,school products,jack,East,Paid Ads,1,0.109556324
1633,4072,1979,Beauty,will,North,Social Media,0,0.236314429
1634,4124,511,school products,kishan,West,SEO,0,0.101672753
1635,9125,393,Toys,jack,North,Social Media,1,0.122162872
1636,4291,713,Toys,jack,South,Paid Ads,0,0.146950778
1637,5033,494,Toys,jack,West,Email,0,0.097681755
